AGE,EDUCATION,SEX,DISABILITY,INSURANCE,CHILD,RACE,INCOME
31,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,8000
32,GED or alternative,Female,With disability,Health insurance coverage,No child,White alone,14100
52,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,80000
18,Grade 11,Male,Without diability,No health insurance coverage,No child,White alone,1000
34,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,45000
33,Grade 11,Female,Without diability,Health insurance coverage,No child,White alone,5000
93,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,35600
34,"One or more year college, no diploma",Male,Without diability,No health insurance coverage,No child,White alone,89800
38,GED or alternative,Female,With disability,No health insurance coverage,No child,White alone,7000
52,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,0
56,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,80000
23,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,0
59,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,70000
58,GED or alternative,Female,Without diability,Health insurance coverage,No child,White alone,0
93,Grade 10,Female,With disability,Health insurance coverage,No child,White alone,19900
54,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,62000
52,Associate's degree,Female,Without diability,Health insurance coverage,No child,Asian alone,30000
44,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,31600
46,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,62000
18,Grade 11,Male,Without diability,No health insurance coverage,No child,White alone,17100
33,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,24100
62,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,90000
50,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,50000
35,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,20000
48,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,106000
46,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,111000
36,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,56000
35,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,36000
93,Associate's degree,Female,With disability,Health insurance coverage,No child,White alone,25100
25,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,30900
28,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,65000
93,Doctorate degree,Male,With disability,Health insurance coverage,No child,White alone,110300
37,Associate's degree,Female,Without diability,Health insurance coverage,No child,Asian alone,5200
51,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,400
85,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,0
62,"One or more year college, no diploma",Male,Without diability,No health insurance coverage,No child,White alone,96000
60,"One or more year college, no diploma",Female,Without diability,No health insurance coverage,No child,White alone,0
39,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,37000
34,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,35000
46,"Grade 12, no diploma no diploma",Male,With disability,Health insurance coverage,No child,White alone,150000
43,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,0
17,Grade 11,Female,Without diability,Health insurance coverage,Have child,White alone,5000
56,GED or alternative,Male,With disability,Health insurance coverage,No child,White alone,82000
56,GED or alternative,Female,Without diability,Health insurance coverage,No child,White alone,11000
19,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,900
63,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,52120
46,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,60000
45,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,91000
15,Grade 10,Female,Without diability,Health insurance coverage,Have child,White alone,0
64,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,White alone,60250
61,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,0
77,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,61420
55,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,58000
52,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,62000
24,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,48000
19,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,4800
53,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,80000
55,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,10000
56,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,50000
